NO2 AQI,O3 AQI,SO2 AQI,CO AQI,AQI,FIPS,COUNTY,State_y
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,31185,York,NE
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32001,Churchill,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32003,Clark,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32005,Douglas,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32007,Elko,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32009,Esmeralda,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32011,Eureka,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32015,Lander,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32017,Lincoln,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32019,Lyon,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32021,Mineral,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32023,Nye,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32027,Pershing,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32029,Storey,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32033,White Pine,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,32510,Carson City,NV
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33001,Belknap,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33003,Carroll,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33005,Cheshire,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33007,Coos,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33009,Grafton,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33013,Merrimack,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33015,Rockingham,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33017,Strafford,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,33019,Sullivan,NH
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34001,Atlantic,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34003,Bergen,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34005,Burlington,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34007,Camden,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34009,Cape May,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34011,Cumberland,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34013,Essex,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34015,Gloucester,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34017,Hudson,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34019,Hunterdon,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34021,Mercer,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34023,Middlesex,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34025,Monmouth,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34027,Morris,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34029,Ocean,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34031,Passaic,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34033,Salem,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34035,Somerset,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34037,Sussex,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34039,Union,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,34041,Warren,NJ
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35001,Bernalillo,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35003,Catron,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35005,Chaves,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35006,Cibola,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35007,Colfax,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35009,Curry,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35011,De Baca,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35013,Dona Ana,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35015,Eddy,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35017,Grant,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35019,Guadalupe,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35021,Harding,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35023,Hidalgo,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35025,Lea,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35027,Lincoln,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35028,Los Alamos,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35029,Luna,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35031,McKinley,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35033,Mora,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35035,Otero,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35037,Quay,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35039,Rio Arriba,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35041,Roosevelt,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35043,Sandoval,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35045,San Juan,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35047,San Miguel,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35049,Santa Fe,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35051,Sierra,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35053,Socorro,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35055,Taos,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35057,Torrance,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35059,Union,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,35061,Valencia,NM
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36001,Albany,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36003,Allegany,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36007,Broome,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36009,Cattaraugus,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36011,Cayuga,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36013,Chautauqua,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36015,Chemung,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36017,Chenango,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36019,Clinton,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36021,Columbia,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36023,Cortland,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36025,Delaware,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36027,Dutchess,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36029,Erie,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36031,Essex,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36033,Franklin,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36035,Fulton,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36037,Genesee,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36039,Greene,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36041,Hamilton,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36043,Herkimer,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36045,Jefferson,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36047,Kings,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36049,Lewis,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36051,Livingston,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36053,Madison,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36055,Monroe,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36057,Montgomery,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36059,Nassau,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36061,New York,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36063,Niagara,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36065,Oneida,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36067,Onondaga,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36069,Ontario,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36071,Orange,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36073,Orleans,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36075,Oswego,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36077,Otsego,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36079,Putnam,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36083,Rensselaer,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36085,Richmond,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36087,Rockland,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36089,St Lawrence,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36091,Saratoga,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36093,Schenectady,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36095,Schoharie,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36097,Schuyler,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36099,Seneca,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36105,Sullivan,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36107,Tioga,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36109,Tompkins,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36111,Ulster,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36113,Warren,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36115,Washington,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36117,Wayne,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36119,Westchester,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36121,Wyoming,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,36123,Yates,NY
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37001,Alamance,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37003,Alexander,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37005,Alleghany,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37007,Anson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37009,Ashe,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37011,Avery,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37013,Beaufort,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37015,Bertie,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37017,Bladen,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37019,Brunswick,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37021,Buncombe,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37023,Burke,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37025,Cabarrus,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37027,Caldwell,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37029,Camden,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37031,Carteret,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37033,Caswell,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37035,Catawba,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37037,Chatham,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37039,Cherokee,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37041,Chowan,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37043,Clay,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37045,Cleveland,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37047,Columbus,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37049,Craven,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37051,Cumberland,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37053,Currituck,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37055,Dare,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37057,Davidson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37059,Davie,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37061,Duplin,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37063,Durham,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37065,Edgecombe,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37067,Forsyth,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37069,Franklin,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37071,Gaston,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37073,Gates,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37075,Graham,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37077,Granville,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37079,Greene,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37081,Guilford,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37083,Halifax,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37085,Harnett,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37087,Haywood,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37089,Henderson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37091,Hertford,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37093,Hoke,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37095,Hyde,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37097,Iredell,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37099,Jackson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37101,Johnston,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37103,Jones,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37105,Lee,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37107,Lenoir,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37109,Lincoln,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37111,McDowell,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37113,Macon,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37115,Madison,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37117,Martin,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37119,Mecklenburg,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37121,Mitchell,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37123,Montgomery,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37125,Moore,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37127,Nash,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37129,New Hanover,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37131,Northampton,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37133,Onslow,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37135,Orange,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37137,Pamlico,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37139,Pasquotank,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37141,Pender,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37143,Perquimans,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37145,Person,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37147,Pitt,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37149,Polk,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37151,Randolph,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37153,Richmond,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37155,Robeson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37157,Rockingham,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37159,Rowan,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37161,Rutherford,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37163,Sampson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37165,Scotland,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37167,Stanly,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37169,Stokes,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37171,Surry,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37173,Swain,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37175,Transylvania,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37177,Tyrrell,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37179,Union,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37181,Vance,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37183,Wake,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37185,Warren,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37187,Washington,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37189,Watauga,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37191,Wayne,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37193,Wilkes,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37195,Wilson,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37197,Yadkin,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,37199,Yancey,NC
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38001,Adams,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38003,Barnes,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38005,Benson,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38007,Billings,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38009,Bottineau,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38011,Bowman,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38013,Burke,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38015,Burleigh,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38017,Cass,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38019,Cavalier,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38021,Dickey,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38023,Divide,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38025,Dunn,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38027,Eddy,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38029,Emmons,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38031,Foster,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38033,Golden Valley,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38035,Grand Forks,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38037,Grant,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38039,Griggs,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38041,Hettinger,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38043,Kidder,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38045,La Moure,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38047,Logan,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38049,McHenry,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38051,McIntosh,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38053,McKenzie,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38055,McLean,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38057,Mercer,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38059,Morton,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38061,Mountrail,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38063,Nelson,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38065,Oliver,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38067,Pembina,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38069,Pierce,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38071,Ramsey,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38073,Ransom,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38075,Renville,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38077,Richland,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38079,Rolette,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38081,Sargent,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38083,Sheridan,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38085,Sioux,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38087,Slope,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38089,Stark,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38091,Steele,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38093,Stutsman,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38095,Towner,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38097,Traill,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38099,Walsh,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38101,Ward,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38103,Wells,ND
54.78125,108.8955223880597,36.83582089552239,16.17910447761194,110.01492537313433,38105,Williams,ND
